color,director_name,movie_facebook_likes,plot_keywords,genres,actor_1_name,imdb_score,movie_title,combine
Color,Laurent Cantet,0,high school inner city school student teacher,Drama,François Bégaudeau,7.5,the class,Color Laurent Cantet François Bégaudeau Drama high school inner city school student teacher
Color,Roman Polanski,13000,devil worship incubus paranoia raped by a demon satanism,Drama Horror,John Cassavetes,8.0,rosemary's baby,Color Roman Polanski John Cassavetes Drama Horror devil worship incubus paranoia raped by a demon satanism
 Black and White,John Ford,0,friend funeral outlaw pistol stagecoach,Drama Western,Lee Marvin,8.1,the man who shot liberty valance, Black and White John Ford Lee Marvin Drama Western friend funeral outlaw pistol stagecoach
Color,Max Mayer,0,apartment asperger's syndrome children teacher writer,Drama Romance,Peter Gallagher,7.2,adam,Color Max Mayer Peter Gallagher Drama Romance apartment asperger's syndrome children teacher writer
Color,Joshua Marston,0,colombia colombian drug mule money stomach,Crime Drama,Catalina Sandino Moreno,7.5,maria full of grace,Color Joshua Marston Catalina Sandino Moreno Crime Drama colombia colombian drug mule money stomach
Color,Mike Mills,15000,actress cancer death french gay relationship,Comedy Drama Romance,Goran Visnjic,7.2,beginners,Color Mike Mills Goran Visnjic Comedy Drama Romance actress cancer death french gay relationship
Color,John Gulager,0,bar bloody body of child dead boy monster vomiting,Action Comedy Horror Thriller,Krista Allen,6.4,feast,Color John Gulager Krista Allen Action Comedy Horror Thriller bar bloody body of child dead boy monster vomiting
Color,John Landis,0,academic probation camera shot of feet fraternity school expulsion smashing a guitar,Comedy,John Belushi,7.6,animal house,Color John Landis John Belushi Comedy academic probation camera shot of feet fraternity school expulsion smashing a guitar
Color,Guy Hamilton,0,bikini covered in melted gold fort knox gold pilot,Action Adventure Thriller,Honor Blackman,7.8,goldfinger,Color Guy Hamilton Honor Blackman Action Adventure Thriller bikini covered in melted gold fort knox gold pilot
Color,Brandon Cronenberg,0,celebrity injection near future scalpel stabbed in the mouth,Horror Sci-Fi Thriller,Sarah Gadon,5.7,antiviral,Color Brandon Cronenberg Sarah Gadon Horror Sci-Fi Thriller celebrity injection near future scalpel stabbed in the mouth
Color,Frank Capra,41000,angel bank guardian angel second chance small town life,Drama Family Fantasy Romance,Donna Reed,8.6,it's a wonderful life,Color Frank Capra Donna Reed Drama Family Fantasy Romance angel bank guardian angel second chance small town life
Color,Danny Boyle,21000,drug culture drugs filthy toilet heroin addict heroin withdrawal,Drama,Kelly Macdonald,8.2,trainspotting,Color Danny Boyle Kelly Macdonald Drama drug culture drugs filthy toilet heroin addict heroin withdrawal
Color,Spike Lee,290,backstage comedian concert film emcee stand up comedian,Comedy Documentary,Bernie Mac,6.6,the original kings of comedy,Color Spike Lee Bernie Mac Comedy Documentary backstage comedian concert film emcee stand up comedian
Color,Tod Williams,14000,california carlsbad california house nanny security camera,Horror,Sprague Grayden,5.7,paranormal activity 2,Color Tod Williams Sprague Grayden Horror california carlsbad california house nanny security camera
Color,Kirk Jones,0,dead body death lottery small town village,Comedy,James Nesbitt,7.4,waking ned devine,Color Kirk Jones James Nesbitt Comedy dead body death lottery small town village
 Black and White,Michael Moore,4000,bank columbine columbine high school killings firearm school shooting,Crime Documentary Drama,Michael Moore,8.0,bowling for columbine, Black and White Michael Moore Michael Moore Crime Documentary Drama bank columbine columbine high school killings firearm school shooting
Color,Yimou Zhang,0,amnesia cultural revolution husband wife relationship memory political prisoner,Drama,Li Gong,7.3,coming home,Color Yimou Zhang Li Gong Drama amnesia cultural revolution husband wife relationship memory political prisoner
Color,Jack Sholder,0,freddy krueger gay gay subtext homoeroticism jock strap,Fantasy Horror,Clu Gulager,5.4,a nightmare on elm street 2: freddy's revenge,Color Jack Sholder Clu Gulager Fantasy Horror freddy krueger gay gay subtext homoeroticism jock strap
Color,James Ivory,0,male nudity male pubic hair nude bathing piano pubic hair,Drama Romance,Julian Sands,7.4,a room with a view,Color James Ivory Julian Sands Drama Romance male nudity male pubic hair nude bathing piano pubic hair
Color,James DeMonaco,31000,class differences killing spree one night suburb violence,Horror Sci-Fi Thriller,Rhys Wakefield,5.7,the purge,Color James DeMonaco Rhys Wakefield Horror Sci-Fi Thriller class differences killing spree one night suburb violence
Color,Scott Derrickson,58000,book found footage research snuff film writer,Horror Mystery,Danielle Kotch,6.8,sinister,Color Scott Derrickson Danielle Kotch Horror Mystery book found footage research snuff film writer
Color,David Raynr,63,actor name in title colon in title four word title live performance satire,Biography Comedy Documentary,Nancy O'Dell,5.4,martin lawrence live: runteldat,Color David Raynr Nancy O'Dell Biography Comedy Documentary actor name in title colon in title four word title live performance satire
Color,Richard Brooks,0,cancer football homosexuality marriage mississippi,Drama Romance,Burl Ives,8.1,cat on a hot tin roof,Color Richard Brooks Burl Ives Drama Romance cancer football homosexuality marriage mississippi
Color,Ted Post,0,ape astronaut mission planet rescue,Action Adventure Sci-Fi,Linda Harrison,6.1,beneath the planet of the apes,Color Ted Post Linda Harrison Action Adventure Sci-Fi ape astronaut mission planet rescue
Color,Charles Martin Smith,902,basketball boy dog dog movie golden retriever,Comedy Drama Family Sport,Kevin Zegers,5.1,air bud,Color Charles Martin Smith Kevin Zegers Comedy Drama Family Sport basketball boy dog dog movie golden retriever
Color,Kunihiko Yuyama,38,ash father mother pokemon professor,Action Adventure Animation Family Fantasy Sci-Fi,Veronica Taylor,5.6,pokémon 3: the movie,Color Kunihiko Yuyama Veronica Taylor Action Adventure Animation Family Fantasy Sci-Fi ash father mother pokemon professor
Color,Tom McLoughlin,0,actual animal killed death jason voorhees slasher flick teen horror,Horror Thriller,Tony Goldwyn,5.9,jason lives: friday the 13th part vi,Color Tom McLoughlin Tony Goldwyn Horror Thriller actual animal killed death jason voorhees slasher flick teen horror
Color,David Lean,0,allies bridge construction jungle sabotage,Adventure Drama War,William Holden,8.2,the bridge on the river kwai,Color David Lean William Holden Adventure Drama War allies bridge construction jungle sabotage
Color,Patrick Read Johnson,710,alien halloween killer robot outer space wrestler costume,Adventure Comedy Sci-Fi,Ariana Richards,5.3,spaced invaders,Color Patrick Read Johnson Ariana Richards Adventure Comedy Sci-Fi alien halloween killer robot outer space wrestler costume
Color,Alfred Hitchcock,609,actor diamond heir kidnapping ransom,Comedy Thriller,Ed Lauter,6.8,family plot,Color Alfred Hitchcock Ed Lauter Comedy Thriller actor diamond heir kidnapping ransom
 Black and White,Billy Wilder,0,apartment elevator elevator girl love mistress,Comedy Drama Romance,Fred MacMurray,8.3,the apartment, Black and White Billy Wilder Fred MacMurray Comedy Drama Romance apartment elevator elevator girl love mistress
Color,Adam Marcus,949,brutality evil jason voorhees paranormal phenomena terror,Fantasy Horror Thriller,Kane Hodder,4.3,jason goes to hell: the final friday,Color Adam Marcus Kane Hodder Fantasy Horror Thriller brutality evil jason voorhees paranormal phenomena terror
Color,Alfred Hitchcock,933,defection east germany germany iron curtain scientist,Thriller,Tamara Toumanova,6.7,torn curtain,Color Alfred Hitchcock Tamara Toumanova Thriller defection east germany germany iron curtain scientist
Color,Michel Gondry,635,block party marching band neighborhood new york city tyrannosaurus rex,Comedy Documentary Music,Common,7.2,dave chappelle's block party,Color Michel Gondry Common Comedy Documentary Music block party marching band neighborhood new york city tyrannosaurus rex
Color,John Maclean,0,american west bounty hunter frontier horse riding outlaw,Western,Michael Fassbender,6.9,slow west,Color John Maclean Michael Fassbender Western american west bounty hunter frontier horse riding outlaw
Color,Michael Schultz,889,actress shares first name with character bar car wash city d.j.,Comedy Drama Music,Blair Underwood,6.6,krush groove,Color Michael Schultz Blair Underwood Comedy Drama Music actress shares first name with character bar car wash city d.j.
Color,Benny Boom,545,cocaine package slow motion scene topless female nudity wrong address,Action Comedy Crime,Omari Hardwick,5.9,next day air,Color Benny Boom Omari Hardwick Action Comedy Crime cocaine package slow motion scene topless female nudity wrong address
Color,Richard Brooks,808,1920s evangelist preacher revival traveling salesman,Drama,Shirley Jones,7.9,elmer gantry,Color Richard Brooks Shirley Jones Drama 1920s evangelist preacher revival traveling salesman
 Black and White,Stanley Kramer,0,judge law nazi nuremberg war crime,Drama War,Maximilian Schell,8.3,judgment at nuremberg, Black and White Stanley Kramer Maximilian Schell Drama War judge law nazi nuremberg war crime
Color,David Raynr,143,apostrophe in title bare breasts female nudity nude black woman prom,Comedy,Donald Faison,5.2,trippin',Color David Raynr Donald Faison Comedy apostrophe in title bare breasts female nudity nude black woman prom
Color,unknown,1000,celebrity robot satire sketch comedy stop motion animation,Animation Comedy,Matthew Senreich,7.8,robot chicken            ,Color unknown Matthew Senreich Animation Comedy celebrity robot satire sketch comedy stop motion animation
 Black and White,Howard Hawks,0,cattle cattle drive cowboy kansas texas,Action Adventure Romance Western,Montgomery Clift,7.8,red river, Black and White Howard Hawks Montgomery Clift Action Adventure Romance Western cattle cattle drive cowboy kansas texas
Color,Nnegest Likké,837,female protagonist size positive thin title directed by female wet dream,Comedy,Mo'Nique,3.0,phat girlz,Color Nnegest Likké Mo'Nique Comedy female protagonist size positive thin title directed by female wet dream
Color,Richard Linklater,62000,friend greece greek hotel room twin,Drama Romance,Seamus Davey-Fitzpatrick,7.9,before midnight,Color Richard Linklater Seamus Davey-Fitzpatrick Drama Romance friend greece greek hotel room twin
Color,Christopher Leitch,491,falling in love glowing eyes insult teenager three word title,Comedy Fantasy,John Astin,3.2,teen wolf too,Color Christopher Leitch John Astin Comedy Fantasy falling in love glowing eyes insult teenager three word title
Color,Don Coscarelli,812,cemetery female nudity mortuary sphere tall man,Action Fantasy Horror Sci-Fi Thriller,Angus Scrimm,6.5,phantasm ii,Color Don Coscarelli Angus Scrimm Action Fantasy Horror Sci-Fi Thriller cemetery female nudity mortuary sphere tall man
Color,Michael Schultz,187,abuse bishop death flashback poverty,Drama,Loretta Devine,6.9,woman thou art loosed,Color Michael Schultz Loretta Devine Drama abuse bishop death flashback poverty
Color,Patricia Cardoso,595,education factory high school mexican american religious icon,Comedy Drama,America Ferrera,7.0,real women have curves,Color Patricia Cardoso America Ferrera Comedy Drama education factory high school mexican american religious icon
Color,unknown,367,gallipoli tv mini series world war one,Drama War,Rachel Griffiths,7.4,deadline gallipoli            ,Color unknown Rachel Griffiths Drama War gallipoli tv mini series world war one
Color,Deepa Mehta,0,ashram india love tradition widow,Drama Romance,John Abraham,7.8,water,Color Deepa Mehta John Abraham Drama Romance ashram india love tradition widow
Color,Damien O'Donnell,1000,england marriage muslim pakistani salford,Comedy Drama,Archie Panjabi,6.9,east is east,Color Damien O'Donnell Archie Panjabi Comedy Drama england marriage muslim pakistani salford
Color,Peter M. Cohen,131,dating diner masturbation urination washington square manhattan new york city,Comedy Romance,Callie Thorne,4.4,whipped,Color Peter M. Cohen Callie Thorne Comedy Romance dating diner masturbation urination washington square manhattan new york city
Color,Mira Nair,0,courtesan friend kama sutra seduction wedding,Crime Drama History Romance,Indira Varma,6.0,kama sutra: a tale of love,Color Mira Nair Indira Varma Crime Drama History Romance courtesan friend kama sutra seduction wedding
Color,Nicole Holofcener,0,apartment first date neighbor new york new york city,Comedy Drama,Oliver Platt,6.6,please give,Color Nicole Holofcener Oliver Platt Comedy Drama apartment first date neighbor new york new york city
Color,Mel Stuart,0,candy chocolate factory miniaturization sudden change in size,Family Fantasy Musical,Peter Ostrum,7.8,willy wonka & the chocolate factory,Color Mel Stuart Peter Ostrum Family Fantasy Musical candy chocolate factory miniaturization sudden change in size
Color,Anthony Hickox,217,druid eclipse rune scalping warlock,Fantasy Horror,Julian Sands,5.3,warlock: the armageddon,Color Anthony Hickox Julian Sands Fantasy Horror druid eclipse rune scalping warlock
Color,Tom Schulman,417,camera shot of feet female stockinged feet female stockinged soles nude pantyhose pantyhose,Comedy Crime,Kristy Swanson,5.3,8 heads in a duffel bag,Color Tom Schulman Kristy Swanson Comedy Crime camera shot of feet female stockinged feet female stockinged soles nude pantyhose pantyhose
